date,tweet,Category,Text,polarity,Sentiment
2023-03-05T00:14:59+00:00,"open convertðŸ¤©
âœ… pulsa ke all bank, rekening, ewallet ( axis xl isat indosat tsel telkomsel tri )

âœ… ewallet prem dan non premium

âœ… koin shopee &amp; gopay coins goco

âœ… kuota isat &amp; tsel

âœ… gestun spaylater kredivo akulaku gopaylater / cicil yup dll

testi 53k++
#zonauang",Ekonomi,open convert pulsa all bank rekening ewallet axis xl isat indosat tsel telkomsel tri prem non premium koin shopee amp gopay coins goco kuota gestun spaylater kredivo akulaku gopaylater cicil ya dll testimoni 53k zonauang,0.0185,Positive
2023-03-05T00:15:08+00:00,britisheon @tanyakanrl @Telkomsel kok gitu sih? Kerja 2x dong hrus beli pulsa dengan beli masa aktif... Mending gntu kartu deh klu gini,Ekonomi,britisheon sih kerja 2x beli pulsa aktif mending gntu kartu deh,-0.0516,Negative
2023-03-05T00:18:20+00:00,tanyakanrl Pake Indosat aja nder. Aku gak isi pulsa dari Oktober juga masih aktif Bae udah lewatin beberapa kali masa tenggang juga masih aktif. Emang Telkomsel nih mentang2 primadona ibu2/bapak2 jadi agak lancang dikit,Entertaiment,tanyakanrl pakai indosat nder isi pulsa oktober aktif bae lewatin kali tenggang telkomsel nih mentang2 primadona ibu bapak2 lancang dikit,-0.0547,Negative
2023-03-05T00:20:09+00:00,"tanyakanrl dulu telkomsel, skrg ke indosat soalnya lebih murah wkwkwk",Wisata,tanyakanrl telkomsel indosat murah wkwkwk,0.3814,Positive
2023-03-05T00:24:02+00:00,"tanyakanrl Ha masa aktif beli juga, gilaaa Telkomsel udah mahal makin mahal aja. Untung Indosat ku masa aktifnya selama iniðŸ˜­ðŸ˜­ https://t.co/jeoTVq49lB",Entertaiment,tanyakanrl ha aktif beli gila telkomsel mahal untung indosat ku aktif,-0.0098,Negative
2023-03-05T00:27:16+00:00,indosat @st3llamerid1an Janji gak kayak si telkomsel? Soalnya aku dah pake kamu almost 5 year ðŸ•´,Entertaiment,indosat janji kayak sih telkomsel deh pakai almost 5 year,-0.6124,Negative
2023-03-05T00:28:20+00:00,Askrlfess Aku pake indosat sama telkomsel kalo indosat lagi mahal ga dapet promo telkomsel dapet di 20gb 50rb tapi kalo telkomsel lagi mahal indosat promo 26gb 50rb jadi slalu ada aja promo,Entertaiment,askrlfess pakai indosat telkomsel mahal promo 20gb 50rb 26gb,0.7184,Positive
2023-03-05T00:31:30+00:00,"tanyakanrl Padahal @Telkomsel byk jg penggunanya orang tua diperkampungan, sebagian blm melek teknologi hp msh nokia yg cma bisa tlpn sms. Yg kalo ada ""tekan 5 untuk mengaktifkan nsp ini"" beneran ditekan trus marah2 knp plsanya tiap minggu kepotong sndriðŸ¤¤ kaya gt disuruh beli masa aktif?ðŸ˜Œ",Ekonomi,tanyakanrl guna orang tua kampung melek teknologi hp nokia tlpn sms tekan 5 aktif nsp benar tekan marah plsanya minggu potong kayak suruh beli aktif,-0.0362,Negative
2023-03-05T00:33:58+00:00,"taichanrebus @dipslo @_leiciel_ @chef_dokyungsoo @Askrlfess tempat ku malah kuat telkomsel, kalo axis sama indosat kurang trus nomor juga kepake buat kerja segala macem jadi ya buat kebutuhan wkwkkw walaupun agak tekor dikit",Ekonomi,taichanrebus leiciel dokyungsoo ku kuat telkomsel axis indosat nomor kepake kerja ya butuh wkwkkw tekor dikit,-0.0516,Negative
2023-03-05T00:36:15+00:00,Oke deh waktunya berpaling dari @Telkomsel menuju ke @indosat lagi ðŸ˜”ðŸ‘ https://t.co/2v1IYIR60n,Ekonomi,oke deh paling,0.4588,Positive
2023-03-05T00:36:29+00:00,"Askrlfess Indosat si aman, ni dah ku pake 10thn, walaupun dr keluarga selalu marah2 karena ku pake indosat sendiri yang lain telkomsel, tp ini dah nyaman ga mau ganti https://t.co/Y2CSHlifzS",Lifestyle,askrlfess indosat sih aman nih deh ku pakai 10thn keluarga marah telkomsel nyaman ganti,0,Neutral
2023-03-05T00:38:59+00:00,"kesel soale itu nomer udah terlanjur buat mbanking dll, blm lagi urusan kerja kalo orang tua tuh. kalo engga udah ku suruh ganti ini sekeluarga yg pakai telkomsel.",Entertaiment,kesel soale nomer lanjur mbanking dll urus kerja orang tua tuh ku suruh ganti keluarga pakai telkomsel,-0.0493,Negative
2023-03-05T00:40:06+00:00,"é¬¼Aleah juga sedia kuota gift Telkomsel Indosat, pulsa transfer Telkomsel Indosat XL Axis Tri, dan top up Zem Zepeto. 

Check price list on my timeline tinggal scroll ajaa!",Tekno,aleah sedia kuota gift telkomsel indosat pulsa transfer xl axis tri top up zem zepeto check price list on my timeline tinggal scroll,0.0185,Positive
2023-03-05T00:42:44+00:00,tanyakanrl Saatnya berpaling dari @Telkomsel ke @indosat aja deh. Kebijakannya telkomsel makin kesini makin seenaknya aja. Nyesel pernah jd pelanggan telkomsel,Entertaiment,tanyakanrl paling deh bijak telkomsel kesini sesal langgan,-0.0599,Negative
2023-03-05T00:44:43+00:00,"norenaughty - Tanda tangan di atas kertas putih
- Nomor handphone/ponsel yg aktif dan dapat menerima SMS (Provider Telkomsel, Indosat, XL, Smartfren)
- Alamat email aktif yg dapat menerima email (5)",Tekno,norenaughty tanda tangan kertas putih nomor handphone ponsel aktif terima sms provider telkomsel indosat xl smartfren alamat email 5,-0.128,Negative
2023-03-05T00:45:27+00:00,"Cross check dong @Telkomsel, gue yang belum tua aja jadi males pake provider lu lagi, padahal keluarga gue langganan tsel dari dulu sekarang mereka ikut pindah ke indosat sama tri https://t.co/xzFNWxp1kc",Entertaiment,cross check gue tua malas pakai provider lu keluarga langgan tsel pindah indosat tri,-0.0637,Negative
2023-03-05T00:48:15+00:00,"tanyakanrl Ada pacar indosat, pacar tri, pacar telkomsel hem",Entertaiment,tanyakanrl pacar indosat tri telkomsel hem,-0.1536,Negative
2023-03-05T00:53:27+00:00,tanyakanrl Ga telkomsel ga indosat semua nyusahin anjr. Yg paling bener apa sih tp mls ganti nomor ya allah dari jaman sma sampe skrg nomor w masih itu krna udh didaftarin ke sana sini jd kl ganti nomor ribet lg,Entertaiment,tanyakanrl telkomsel indosat susah anjr sih mls ganti nomor ya allah jaman gue didaftarin kalo ribet,-0.0202,Negative
2023-03-05T00:56:05+00:00,indosat @st3llamerid1an @Telkomsel baca min biar insecure,Entertaiment,indosat baca min biar insecure,0,Neutral
2023-03-05T01:01:07+00:00,"Ini gimana ceritanya telkomsel duh. Nenek, mama dan bapakku pake telkomsel dan semuanya pda gaptek teknologi. Mereka aja isi pulsa yang penting harus diingetin, ini gmna ini coba aduh knpa ga mikir dampakna ya telkomsel ini",Entertaiment,cerita telkomsel duh nenek mama bapak pakai gaptek teknologi isi pulsa coba aduh mikir dampakna ya,-0.0111,Negative
2023-03-05T01:03:11+00:00,"tanyakanrl masih pake telkomsel karna keluarga yg udh tua tua masih pada pake. tp sehari hari pake @indosat . soalnya telkomsel sekarang super lemot anjirrr aneh btul. indosat udh murah, nggak lemot pula. lopyu darl @indosat",Lifestyle,tanyakanrl pakai telkomsel keluarga tua hari super lot anjir aneh indosat murah lopyu darl,-0.0179,Negative
2023-03-05T01:04:15+00:00,tanyakanrl untung aku sudah beralih ke indosat bye @Telkomsel,Ekonomi,tanyakanrl untung alih indosat bye,-0.106,Negative
2023-03-05T01:12:26+00:00,"Askrlfess Sebagai pemakai telkomsel dan indosat, dua provider ini emang lagi mahal2nya, lagi mikir buat ganti k smartfren saja lah",Entertaiment,askrlfess pakai telkomsel indosat provider mahal2nya mikir ganti smartfren,-0.0496,Negative
2023-03-05T01:12:41+00:00,"Askrlfess Pake 3, isi pulsa 100k dapet free 10gb, jadi jangan isi kuota dulu wkwk, terus perpanjang masa kartu sampe akhir hayat keknya bisa ni. Pake dari kelas 4 sd sekarang dah 22 tahun tar lagi wisuda ðŸ¥²â˜ðŸ»

Tips kalau lagi ke pedalaman terus gak ada sinyal : numpang hotspot telkomsel ðŸ¤£",Lifestyle,askrlfess pakai 3 isi pulsa 100k free 10gb kuota wkwk panjang kartu hayat kayak nih kelas 4 sd deh 22 entar wisuda tips dalam sinyal numpang hotspot telkomsel,-0.0026,Negative
2023-03-05T01:18:52+00:00,"tanyakanrl Makanya gw pake indosat, telkomsel banyak tingkah, sok iye, ew",Entertaiment,tanyakanrl gue pakai indosat telkomsel tingkah sok iye ew,-0.7906,Negative
2023-03-05T01:18:56+00:00,Telkomsel loh berarti yang tulisan + hari disini cuma gimmik kak? Wahh wkwkwk dah lah emang bener gue pake indosat https://t.co/5n3IGjjcfs,Entertaiment,telkomsel loh tulis gimmik kak wkwkwk deh gue pakai indosat,0.6124,Positive
2023-03-05T01:20:35+00:00,Pake Indosat dan Telkomsel. Yg lainnya sinyal ampas. Harga? Tergantung. 22nya sering gonta-ganti harga. Untuk sekarang malah lebih murah Telko https://t.co/yYguao3vEn,Ekonomi,pakai indosat telkomsel sinyal ampas harga gantung dua gonta ganti murah telko,-0.0313,Negative
2023-03-05T01:25:06+00:00,qgvrl @tanyakanrl ppp @Telkomsel yubisayu kaji ulang ðŸ˜­ gue males ganti ganti nmr,Entertaiment,qgvrl ppp yubisayu kaji ulang gue malas ganti nomor,0,Neutral
2023-03-05T01:27:34+00:00,"convomfs @Telkomsel Emang sensual itu,  mending pakai @indosat",Entertaiment,convomfs sensual mending pakai,-0.1536,Negative
2023-03-05T01:27:40+00:00,"Telkomsel tetep paling enak walopun mahal. Lebih ke, karena daerahku supportnya telkomsel sih. Sebenernya paket perpanjangan masa aktif ada udah dari lama kok. Dan barusan aku isi pulsa nambah juga masa aktifnya. Aku dah coba Indosat, 3, xl, dan ttp Telkomsel paling enak ðŸ˜­ https://t.co/7kU9eqc0ht",Entertaiment,telkomsel enak walopun mahal daerah supportnya sih paket panjang aktif barusan isi pulsa tambah aktif deh coba indosat 3 xl,0.0062,Positive
2023-03-05T01:27:46+00:00,welcome to indonesia shanday telkomsel indosat hapsun vitri hange sarapan pagiii dyandra what a comeback morningg 8 ml tidur minggu bangun perusahaan pantai bornpinkinkl,Ekonomi,welcome indonesia shanday telkomsel indosat hapsun vitri hange sarap pagiii dyandra what a comeback morningg 8 ml tidur minggu bangun usaha pantai bornpinkinkl,0.0331,Positive
2023-03-05T01:30:33+00:00,welcome to indonesia shanday telkomsel indosat hapsun vitri hange sarapan pagiii dyandra what a comeback morningg 8 ml tidur minggu bangun perusahaan pantai bornpinkinkl https://t.co/RJX1AtBE7U,Ekonomi,welcome indonesia shanday telkomsel indosat hapsun vitri hange sarap pagiii dyandra what a comeback morningg 8 ml tidur minggu bangun usaha pantai bornpinkinkl,0.0331,Positive
2023-03-05T01:34:35+00:00,"welcome to indonesia shanday telkomsel indosat hapsun vitri hange sarapan pagiii dyandra what a comeback morningg 8 ml tidur minggu bangun perusahaan pantai bornpinkinkl

rak piring
â€”https://t.co/Gj2bTXrixs https://t.co/ZxYp9VpXd3",Ekonomi,welcome indonesia shanday telkomsel indosat hapsun vitri hange sarap pagiii dyandra what a comeback morningg 8 ml tidur minggu bangun usaha pantai bornpinkinkl rak piring,0.0331,Positive
2023-03-05T01:36:30+00:00,tanyakanrl Temen gue yg kerja di PT Telkom bahkan gamau pake Telkomsel. Maunya pake smartfren karna apa2 gampang katanya wkwk,Ekonomi,tanyakanrl teman gue kerja pt telkom pakai telkomsel mau smartfren apa gampang wkwk,0.0682,Positive
2023-03-05T01:36:52+00:00,"Askrlfess Keknya yg bikin kebijakan ini udah ngekaji kalau kebanyakan user telkomsel nomernya dah dipake itu ini, log ini akun apalah atau udah di save keluarga dan rekan kerja jadi mau gk mau harus beli masa aktif. Sialan, kata aku sih mending tobat ya @Telkomsel",Entertaiment,askrlfess kayak bikin bijak ngekaji banyak user telkomsel nomernya deh pakai log akun apa save keluarga rekan kerja beli aktif sial sih mending tobat ya,-0.0045,Negative
2023-03-05T01:42:00+00:00,NCTDreamINA Indosat kemaren better dr telkomsel sih.... telkomsel orang2 sinyalnya bener2 gaada. Kalau indosat aku masih bisa dikit2.,Entertaiment,nctdreamina indosat kemarin better telkomsel sih orang sinyal benar dikit2,-0.0722,Negative
2023-03-05T01:42:33+00:00,"welcome to indonesia shanday telkomsel indosat hapsun vitri hange sarapan pagiii dyandra what a comeback morningg 8 ml tidur minggu bangun perusahaan pantai bornpinkinkl

comfy flatshoes
â€”https://t.co/9CSMBvGirZ https://t.co/X9Khsviua7",Ekonomi,welcome indonesia shanday telkomsel indosat hapsun vitri hange sarap pagiii dyandra what a comeback morningg 8 ml tidur minggu bangun usaha pantai bornpinkinkl comfy flatshoes,0.0331,Positive
2023-03-05T01:44:07+00:00,"Askrlfess Udh 6 bulan sejak migrasi ke 3 
Hemat banyak bgt walo ga bisa nelpon sesama telkomsel lg, Kalo nelpon skr pake WA aja",Entertaiment,askrlfess 6 migrasi 3 hemat banget walo nelpon telkomsel pakai wa,0.1782,Positive
2023-03-05T01:45:49+00:00,"tanyakanrl Wah udh parah bgt sih ini @Telkomsel, bukannya berinovasi malah bikin penggunanya kabur, klo tetep gini gue harus pindah pindahin data jg deh, ganti ke indosat aja kayaknya oke",Entertaiment,tanyakanrl parah banget sih inovasi bikin guna kabur gue pindah pindahin data deh ganti indosat kayak oke,-0.0282,Negative
2023-03-05T01:46:21+00:00,"hobimisuh @tanyakanrl Nggk juga tua, pengguna telkomsel banyak karea menjangkau 85 % wilayah Indonesia,
Sedangkan
Indosat 56%
XL 38%
Tri 6%
Axis 5%",Tekno,hobimisuh tua guna telkomsel karea jangkau 85 wilayah indonesia indosat 56 xl 38 tri 6 axis 5,-0.4684,Negative
2023-03-05T01:49:04+00:00,welcome to indonesia shanday telkomsel indosat hapsun vitri hange sarapan pagiii dyandra what a comeback morningg 8 ml tidur minggu bangun perusahaan pantai bornpinkinkl,Ekonomi,welcome indonesia shanday telkomsel indosat hapsun vitri hange sarap pagiii dyandra what a comeback morningg 8 ml tidur minggu bangun usaha pantai bornpinkinkl,0.0331,Positive
2023-03-05T01:53:39+00:00,"psikadelix Duh, Kak Pan. Maaf ya bikin gak nyaman. Terkait kendala aktivasi paket belum diterima, yuk infoin nomor HP, tanggal kejadian, detail paket yang diaktifin serta capture bukti transaksi via DM agar privasi terjaga. Makasih :) - Ima",Entertaiment,psikadelix duh kak maaf ya bikin nyaman kait kendala aktivasi paket terima yuk infoin nomor hp tanggal jadi detail diaktifin capture bukti transaksi via dm privasi jaga terima kasih ima,0.0125,Positive
2023-03-05T01:54:57+00:00,"tanyakanrl Byeeee @Telkomsel 
@indosat jangan ikut2an ya, nomerku dari tahun 2001. Udah melalangbuana nomernya.",Entertaiment,tanyakanrl byeeee ikut ya nomerku 2001 melalangbuana nomernya,0.106,Positive
2023-03-05T01:58:25+00:00,"Gw tuh masih aktifin no. Telkomsel tuh garagara ini nomor udah 10 tahunan gw pake. Teman kuliah, kerja, organisasi taunya ya nomor ini. Ditambah mbanking pake nomor ini juga. Makanya berusaha tetap aktif. Padahal masalah internet gw pake provider lain yang lebih murah",Tekno,gue tuh aktifin no telkomsel garagara nomor 10 tahun pakai teman kuliah kerja organisasi tau ya tambah mbanking usaha aktif internet provider murah,0.0117,Positive
2023-03-05T01:59:56+00:00,"Askrlfess @Telkomsel dipake buat kerja sama kuliah doang sih, karna rerata dosen sama yang tua-tua pakenya itu. kalau sehari-harinya pake @smartfrenworld soalnya murah trus lumayan banyak isinya. mana kalau kartu mati bisa aktif lagi tinggal isi voucher 7k. btw gue bukan buzzer ya, kakðŸ‘ðŸ»",Entertaiment,askrlfess pakai kerja kuliah doang sih rerata dosen tua pakenya hari hari pakai murah lumayan isi kartu mati aktif tinggal isi voucher 7k btw gue buzzer ya kak,-0.0037,Negative
2023-03-05T02:00:33+00:00,"TRANSFER

â€¢ Ready paket data dan pulsa telkomsel, indosat, smartfren, 3, xl, axis.",Tekno,transfer ready paket data pulsa telkomsel indosat smartfren 3 xl axis,-0.0496,Negative
2023-03-05T02:01:33+00:00,risolgorenk @tanyakanrl @Telkomsel Dah paling bener Indosat dah pake 7 taunan ga ngelag,Entertaiment,risolgorenk deh indosat pakai 7 taun ngelag,-0.7906,Negative
2023-03-05T02:01:57+00:00,"Askrlfess kalo kota lu mendukung tri, wah tri paling rekomended
Gw pake tri dari smp sampe sekarang dah kerja, bahkan barengan pake telkomsel. Gw masih bangga dan ngrasa seneng pake 3. Gw pake telkomsel cuma karna sadar jangkauan sinyal tri belum seluas telkomsel",Lifestyle,askrlfess kota lu dukung tri rekomended gue pakai deh kerja bareng telkomsel bangga ngrasa senang 3 sadar jangkau sinyal luas,0.0663,Positive
2023-03-05T02:02:24+00:00,"Canva HARGA PROMO + GARANSI FULL. WA ada di BIO ya

David Berlomba Dalam Kebaikan Bobby FNATIC Sarapan cheol LALISA GEGAR MALAYSIA 8 IU Telkomsel Bournemouth Adli Megang Morningg Pagiii renjun Tsel #ì˜ˆë¦¬ì˜_ìŠ¤ë¬¼ë‹¤ì„¯ì—ê²Œ",Tekno,canva harga promo garansi full wa bio ya david lomba baik bobby fnatic sarap cheol lalisa gegar malaysia 8 telkomsel bournemouth adli pegang morningg pagiii renjun tsel,0.1317,Positive
2023-03-05T02:02:56+00:00,"tanyakanrl Napa jadi base nya Indosat ni post. Tapi emang bener @Telkomsel dah mepet ke ""fraud"". Aku tiap hari tuh pasti buka Youtube dan video at least 20an menit (highlights Dota2) dan minimal 360p, tapi kuota YouTube ga berkurang. Malah kuota utama yang ludes duluan. https://t.co/l1Jsa8cBKB",Tekno,tanyakanrl base nya indosat nih post deh mepet fraud tuh buka youtube video at least 20an menit highlights dota2 minimal 360p kuota kurang utama ludes duluan,-0.187,Negative
2023-03-05T02:06:07+00:00,Askrlfess balikin masa aktif kek dulu bisa g sieee???? maap maap nih soalnya bapak ibuk pada pake selkomtel dan aga kurang familiar sama teknologi.  kalo nomernya angus mereka pasti susah mau ngehubungin temen temen lamanya.. takut sering lupa buat isi perpanjang masa aktif @Telkomsel,Entertaiment,askrlfess balikin aktif kayak sieee maaf nih ibuk pakai selkomtel aga familiar teknologi nomernya angus susah ngehubungin teman takut lupa isi panjang,-0.0355,Negative
2023-03-05T02:11:23+00:00,"rIUddaeng31617 @tanyakanrl @Telkomsel @indosat @XLAxiata_Tbk @ask_AXIS Indosat sering eror, padahal area bogor kabupaten. Udah pakai pasca bayar juga. Udah lapor juga, katanya lagi perbaikan, dari 2 bulan lalu
ðŸ˜…ðŸ˜…ðŸ˜…",Entertaiment,riuddaeng31617 tbk axis indosat eror area bogor kabupaten pakai pasca bayar lapor baik 2,-0.0599,Negative
2023-03-05T02:13:58+00:00,"Askrlfess Indosat atau Tri menurut aku yg bagus, aku pake telkomsel karna kerjaan aja",Entertaiment,askrlfess indosat tri bagus pakai telkomsel kerja,0,Neutral
2023-03-05T02:15:39+00:00,"tanyakanrl astaga untung liat menfess ini jadi tau masa aktif kartuku 3 bulan lagi, mana semua verif ke nomor tsel ini.
kurang setia apa pake @Telkomsel dari SMP, ini sih tsel ngusir pelanggan mending ganti nomor ke provider lain dari sekarang kalau gitu -_-

Saran kartu yang enak dong",Entertaiment,tanyakanrl astaga untung lihat menfess tau aktif kartu 3 verif nomor tsel setia pakai sih ngusir langgan mending ganti provider saran kartu enak,-0.003,Negative
2023-03-05T02:16:09+00:00,"dreclarkson Indosat bagus ga sih sinyal ?? Apa aku ganti aja kali ya 
Telkomsel mahal ðŸ˜Œ",Entertaiment,dreclarkson indosat bagus sih sinyal ganti kali ya telkomsel mahal,0.0575,Positive
2023-03-05T02:18:03+00:00,dari sma sampe skrng masih setia pake Indosat + lg nyoba xl buat selingan paketan internet. Semoga ngga ikutan bertingkah kayak Telkomsel,Tekno,setia pakai indosat coba xl seling paket internet moga ikut ting kayak telkomsel,-0.0682,Negative
2023-03-05T02:18:51+00:00,"Askrlfess Gabisa sih nder, tetep telkomsel yang aman buat kerja dan kalo lu sering keluar kota/negeri. Backup paling smartfren aja wkwkwk",Entertaiment,askrlfess sih nder telkomsel aman kerja lu kota negeri backup smartfren wkwkwk,0.5406,Positive
2023-03-05T02:20:13+00:00,"kalo gak pake nomor ini dari lama + dah dipake buat daftar kuliah, apk, dan pendaftaran semuanya, bakal pindah provider sih

kuota mahal, kmrn aja sengaja gak beli paket internet 3 bulan biar dpt paket murah (btw internetan pake provider lain)

@Telkomsel https://t.co/nECOk6aM1V",Tekno,pakai nomor deh pakai daftar kuliah apk daftar pindah provider sih kuota mahal kemarin sengaja beli paket internet 3 biar murah btw internetan,-0.0179,Negative
2023-03-05T02:26:05+00:00,"RATE UPDATE CONVERT PULSA 5 MARET 2023 

Tri 3 : 0,84 - 85
Telkomsel Tsel : 0,79 - 80
Indosat IM3 : 0,84 - 85
XL Axis : 0,79 - 80

â€” Transaksi hanya di @aleahurts atau WA https://t.co/ogkwpviyqq
â€” Testimoni https://t.co/1bJYMOJ7r1 ðŸ¤",Tekno,rate update convert pulsa 5 maret 2023 tri 3 0 84 85 telkomsel tsel 79 80 indosat im3 xl axis transaksi wa testimoni,0.2626,Positive
2023-03-05T02:31:24+00:00,Askrlfess @Telkomsel coba sesekali dengar opini publik,Lifestyle,askrlfess coba dengar opini publik,0.4684,Positive
2023-03-05T02:40:06+00:00,"é¬¼Aleah Service 

- Convert pulsa 
- Convert e-wallet
- Convert koin/saldo bonus shopee
- Kuota gift Telkomsel Indosat
- Pulsa transfer Telkomsel, Indosat &amp; XL Axis
- Top Up Zem Zepeto

Hmu only ke @ aleahurts
WhatsApp https://t.co/ogkwpviyqq",Tekno,aleah service convert pulsa e wallet koin saldo bonus shopee kuota gift telkomsel indosat transfer amp xl axis top up zem zepeto hmu only aleahurts whatsapp,0.0516,Positive
2023-03-05T02:40:12+00:00,"tanyakanrl Jadi pengin meninggalkan @Telkomsel, ganti pake @indosat, @XLAxiata_Tbk atau @smartfrenworld.",Entertaiment,tanyakanrl pengin tinggal ganti pakai tbk,-0.1218,Negative
2023-03-05T02:42:14+00:00,"hobimisuh @tanyakanrl Datang ke gerai, sales telkomsel selalu datang2 ke gerai yg jual produk mereka bhkn smpe pelosok Sekalin membantu permasalahan disana. Dtang kegerai/konter nanti bakal dijelasin. Jngn dirumah doang berharap ada yg ngetok buat jelasin, udh tau teknologi brrti makan gk disuapin lgi",Ekonomi,hobimisuh gerai sales telkomsel datang2 jual produk pelosok sekalin bantu masalah sana dtang gera konter dijelasin rumah doang harap ngetok jelasin tau teknologi makan disuapin,-0.0136,Negative
2023-03-05T02:48:36+00:00,"apathoflife @tanyakanrl @Telkomsel @indosat @XLAxiata_Tbk @ask_AXIS Padahal di Kota yaa, apalagi disini, dapett ampas doang.. jangan kecewain pelanggan dong @indosat",Tekno,apathoflife tbk axis kota ya dapett ampas doang kecewain langgan,0.0844,Positive
2023-03-05T03:04:11+00:00,"tanyakanrl Telkomsel emg parah bgt sih, masa aktifnya dijual, tiap beli pulsa gak nambah masa aktif. Skrg pake telkom cm nomor buat wa aja, jarang diisi pulsa, paketan tetep @indosat",Entertaiment,tanyakanrl telkomsel parah banget sih aktif jual beli pulsa tambah aktif pakai telkom nomor wa jarang isi paket,-0.0099,Negative
2023-03-05T03:04:58+00:00,"Askrlfess agak kesel sama telkomsel gr2 ini, soalnya jaringan paling bagus telkomsel, mau pakek indosat tp jaringannya jelek, pake yg lainnya tambah ga ada sinyal ðŸ˜­",Lifestyle,askrlfess kesel telkomsel gara-gara jaring bagus pakai indosat jaring jelek sinyal,-0.0798,Negative
2023-03-05T03:09:06+00:00,"taebinkailover @Askrlfess @IndosatCare Paket 100gb sangat menggiurkan, telkomsel mana dapet harga segitu ðŸ˜­ðŸ˜­, sayang ditempatku gak ada sinyal Indosat / 3 ..",Entertaiment,taebinkailover paket 100gb giur telkomsel harga segitu sayang tempat sinyal indosat 3,0.0139,Positive
2023-03-05T03:09:50+00:00,CHRISTIAN1smt ganti jam kerja lo sekarang,Tekno,christian1smt ganti jam kerja lo,0.1782,Positive
2023-03-05T03:12:50+00:00,"Rate convert pulsa ( ubah pulsa jadi uang )

Indosat 0.85
Telkomsel 0.85
XL Axis 0.85
Three 0.90
By U 0.82

Instagram : briliankdstore
Whatsapp ( Admin ) : 0821-7209-2449 Atau Bisa Klik Link Dibawah Ini : 
https://t.co/IgmvCAMPki

#convertpulsa #agenpulsa #zonauang #tukarpulsa https://t.co/kSxB4iPIpB",Tekno,rate convert pulsa ubah uang indosat 0 85 telkomsel xl axis three 90 by lu 82 instagram briliankdstore whatsapp admin 0821 7209 2449 klik link bawah convertpulsa agenpulsa zonauang tukarpulsa,-0.6124,Negative
2023-03-05T03:14:45+00:00,"ðŸ«  aneh aneh aja model bisnis skrg. Kmren udh mau balik ganti telkomsel lagi buat nomor kerja, gajadi lah hahah. Dah bener XL aja",Entertaiment,aneh model bisnis kemarin ganti telkomsel nomor kerja gajadi hahah deh xl,0.0357,Positive
2023-03-05T03:15:34+00:00,"Askrlfess @Telkomsel ah elah lu udah sekarang kuota makin lama makin mahal, isi ulang pulsa gk nambah masa aktif lagi. lama-lama gua beralih ke @indosat  dah",Lifestyle,askrlfess ah elah lu kuota mahal isi ulang pulsa tambah aktif gua alih deh,-0.0718,Negative
2023-03-05T03:18:15+00:00,liaef_ @Telkomsel Gas ganti Indosat laaahh,Entertaiment,liaef gas ganti indosat laaahh,-0.2626,Negative
2023-03-05T03:18:59+00:00,"jiniretdiaryy @cukdehbrother @Askrlfess Aku tinggalnya diplosok ga ada juga. Huh
Pdahal indosat dan telkomsel udah pada 4G",Entertaiment,jiniretdiaryy tinggal diplosok huh indosat telkomsel 4g,-0.3624,Negative
2023-03-05T03:19:42+00:00,"671. Kuota indosat
672. Pulsa telkomsel
673. Pulsa tsel
674. Kuota axis https://t.co/LKM1AImZZr",Tekno,671 kuota indosat 672 pulsa telkomsel 673 tsel 674 axis,-0.7906,Negative
2023-03-05T03:19:56+00:00,"675. Kuota indosat
676. Pulsa telkomsel
677. Pulsa axis
678. Pulsa isat https://t.co/WTDACcR0XJ",Tekno,675 kuota indosat 676 pulsa telkomsel 677 axis 678 isat,-0.7906,Negative
2023-03-05T03:23:12+00:00,"Pricelist Pulsa dan Token PLN
~ Ready Pulsa Axis, Indosat, XL, Telkomsel, Byu, Smartfren, Three dan Token PLN

â€” Dijamin trususted dan fast proses https://t.co/auMpWDFtEW",Tekno,pricelist pulsa token pln ready axis indosat xl telkomsel byu smartfren three jamin trususted fast proses,-0.4413,Negative
2023-03-05T03:27:27+00:00,tanyakanrl Perusahana paling brengsek ini @telkomsel klo mati lampu di Manado dia jg mati ðŸ¤£ &amp; kita kerja online gk bs ngapa2in. Klo boleh kita rakyat bikin gerakan gunting sim card telkomsel. Sy siap ada 3 kartu siap sy buang pdhl sdh pake tahunan,HukumDanKriminal,tanyakanrl perusahana brengsek mati lampu manado amp kerja online ngapa2in rakyat bikin gera gunting sim card telkomsel 3 kartu buang pakai tahun,-0.0259,Negative
2023-03-05T03:31:45+00:00,"Fuji Beli Rumah 12 Miliar
Sungguh bikin Kagum di usia nya yang muda #fujiantiutami #infoartisindonesia https://t.co/lr3E3hetxE",Ekonomi,fuji beli rumah 12 miliar sungguh bikin kagum usia nya muda fujiantiutami infoartisindonesia,0.0767,Positive
2023-03-05T03:33:49+00:00,"namikuloindraa @Telkomsel @inumakicuteee @erickthohir Betul klo murah tp model ginj msh paham ini sdh ngambil cuan banyak malah nyusain se-Indonesia. Bagus bikin gerakan gunting simcard telkomsel aja biar mrk gak cuan. Tolong jg dj Manado klo mati lampu kalian jg ikut2an mati krn gw kerja online, provider lain mati lampu ttp aktif",Entertaiment,namikuloindraa murah model ginj paham ngambil cuan nyusain indonesia bagus bikin gera gunting simcard telkomsel biar tolong dj manado mati lampu ikut gue kerja online provider aktif,0.0023,Positive
