id,conversation_id,date,timezone,place,tweet,language,hashtags,cashtags,user_id,username,name,day,hour,nlikes,nreplies,nretweets,search,Category,Text,polarity,polarity_inset,Sentiment
1582776712143974401,1582773465723338752,2022-10-19 23:52:29,+0700,,@nndytt_ Ada di halodoc aku saranin dokter widya enak dia,in,[],[],1519598762615734272,minjinewjeansi,fasya,3,23,0,1,0,halodoc,Halodoc,halodoc saran dokter widya enak,0.7184,0.0,Positive
1582776562004656128,1582773465723338752,2022-10-19 23:51:53,+0700,,"@nndytt_ adaaa, coba buka halodoc",in,[],[],1181919680564363265,highighhigh,via pacar jungkook,3,23,0,1,0,halodoc,Halodoc,adaaa coba buka halodoc,0.0,0.07219999999999993,Neutral
1582770547644956681,1582715745544245250,2022-10-19 23:27:59,+0700,,@convomf Butuh meme halodoc yg jadi halodek,in,[],[],2301000536,aakunlock,hana 八犬,3,23,0,0,0,halodoc,Halodoc,butuh meme halodoc halodek,0.0,-0.7906,Neutral
1582767163018194944,1582686175856193536,2022-10-19 23:14:32,+0700,,@justl0veksj konsul halodoc nderr biasa bisa diresepin,in,[],[],315111093,_kiraeru,uma (⁠◍⁠•⁠ᴗ⁠•⁠◍⁠)⁠✧⁠*⁠。,3,23,0,1,0,halodoc,Halodoc,konsultasi halodoc nderr diresepin,0.0,0.6124,Neutral
1582762103210799105,1582762103210799105,2022-10-19 22:54:26,+0700,,temen mu ini bodoh apa tolol? ADA LOH HALODOC KL DUITLU GK CKUP TKUT MAHAL KL KE VET,in,[],[],1217932037522198529,Barahadid,DOR,3,22,0,0,0,halodoc,Halodoc,teman mu bodoh tolol loh halodoc kalo duitlu takut mahal vet,-0.9682,-0.4598,Negative
1582762001117646849,1582755352592154624,2022-10-19 22:54:02,+0700,,@apamaksudkamu Halodoc kalo konsul doang bayar gasih kak?🤔,in,[],[],1057612656,adamonyett,Kang.Bobaa,3,22,0,1,0,halodoc,Halodoc,halodoc konsultasi doang bayar sih kak,-0.4588,0.07219999999999993,Negative
1582760679886290944,1582755352592154624,2022-10-19 22:48:47,+0700,,@adamonyett halodoc,tl,[],[],1381293103001178112,apamaksudkamu,A.,3,22,0,1,0,halodoc,Halodoc,halodoc,0.0,0.0,Neutral
1582758916752314371,1582553194177392640,2022-10-19 22:41:46,+0700,,@PETR1CH0R3 halodoc atau alodokter,in,[],[],1542334328679825409,nrponde,Givasya,3,22,0,1,0,halodoc,Halodoc,halodoc alodokter,0.0,0.0,Neutral
1582757556224954369,1582567890061910017,2022-10-19 22:36:22,+0700,,@untumunjepat Yayasan pulih. Atau di halodoc/altea. Ke puskesmas trus rujuk ke poli jiwa jg bisa,in,[],[],1390183704396402689,chijeumilktea,Hope,3,22,0,0,0,halodoc,Halodoc,yayasan pulih halodoc altea puskesmas rujuk pol jiwa,0.0,-0.6124,Neutral
1582755407482978312,1571124342226063360,2022-10-19 22:27:49,+0700,,@milkeuteee @ohmybeautybank Oh iya kak. Cara isi saldo halodoc gmn y? Kok cmn ada opsi tarik saldo,in,[],[],1523999087300726785,jungkookcanteek,.,3,22,0,1,0,halodoc,Halodoc,oh iya kak isi saldo halodoc ya cuman opsi tarik,-0.25,0.14190000000000003,Negative
1582753975614332929,1582753975614332929,2022-10-19 22:22:08,+0700,,"dokter hewan tuh knp beda2 ya kalo ngasih resep?  drh gw yg dulu melarang kasi obat cacing kalo lg diare, trs pindah vet drh yg ini malah ngeresepin drontal selama 3 hari, trs nanya di halodoc melarang obat cacing juga. jdi yg hrs diikutin tuh yg mana bingung 😭",in,[],[],1362449762142670850,chamomyy,Rara,3,22,0,1,0,halodoc,Halodoc,dokter hewan tuh beda ya asih resep drh gue larang kasih obat cacing diare pindah vet ngeresepin drontal 3 halodoc diikutin bingung,-0.7906,-0.025000000000000022,Negative
1582748882920165377,1582748882920165377,2022-10-19 22:01:54,+0700,,Ingin sekali rasanya di kasih advice sama pesikolog halodoc,in,[],[],1571024579224797194,DaniKara5,Dani Kara,3,22,0,0,0,halodoc,Halodoc,kasih advice pesikolog halodoc,0.0,0.20879999999999999,Neutral
1582748607748673536,1582748607748673536,2022-10-19 22:00:48,+0700,,Ingin banget di kasih advice dari pesikolog halodoc.,in,[],[],1571024579224797194,DaniKara5,Dani Kara,3,22,0,0,0,halodoc,Halodoc,banget kasih advice pesikolog halodoc,0.0,0.36240000000000006,Neutral
1582745329744498693,1582704370403057666,2022-10-19 21:47:47,+0700,,"@bypingwen @urthestr @yourpetsfess Waduh susah juga sih kalo gitu, cuma kepikiran 1 hal sih kak, worst case pake jasa konsultasi telemedika di Halodoc ato Leonvet",in,[],[],2915340151,irajule13,DOKI DOKI : CLERITH CANON FOR 25 YEARS+ 🇵🇸,3,21,0,0,0,halodoc,Halodoc,susah sih pikir 1 kak worst case pakai jasa konsultasi telemedika halodoc leonvet,-0.6124,0.10950000000000004,Negative
1582740967236378627,1582740967236378627,2022-10-19 21:30:27,+0700,,"Kl chat ngomongin mental health skip deh, bukannya apa2 mending langsung chat halodoc aja. Kalo chat video2 tiktok yg bodoh aku bales cepet🙃",in,[],[],1340223981173936128,sandiayudyar96,Sandi Ayudya,3,21,0,0,0,halodoc,Halodoc,kalo chat omong mental health skip deh apa mending langsung halodoc video2 tiktok bodoh balas cepat,0.0,-0.020199999999999996,Neutral
1582739533871058944,1582739533871058944,2022-10-19 21:24:45,+0700,,"Sakit dkit Halodoc, untung aja di cover FWD jd konsultasi dokter dan beli obatnya gratis 🥹🫶🏻  https://t.co/1TMZpUITgz",in,[],[],1148167027,wiwik_prtw,Mbabunya Alice 'ㅅ',3,21,0,0,0,halodoc,Halodoc,sakit dkit halodoc untung cover fwd konsultasi dokter beli obat gratis,-0.7184,0.01649999999999996,Negative
1582738553670291456,1582738553670291456,2022-10-19 21:20:51,+0700,,"🐈‍⬛ Anabul kena tungau sama kena jamur bisa dimandiin ga ya? Aku ada kucing komplek sakit, mau dibawa ke drh tapi jauh banget harus 4 jam perjalanan. Rencananya mau aku tanyain ke halodoc aja nanti.",in,[],[],243647729,kochengfs,ini 🤖 kucing,3,21,1,2,0,halodoc,Halodoc,anabul kena tungau jamur dimandiin ya kucing komplek sakit bawa drh banget 4 jam jalan rencana halodoc,-0.7184,-0.06809999999999994,Negative
1582738438050439169,1582735476662099970,2022-10-19 21:20:24,+0700,,"@anemmonnee skrg bisa ditanggung bpjs kalo punya bpjs kak, coba ke puskesmas tp gatau ya di puskesmas sana bisa apa ngga :( kalo ngga coba ke halodoc",in,[],[],1184758164601729024,lagiiibaca,Marni,3,21,0,1,0,halodoc,Halodoc,tanggung bpjs kak coba puskesmas tau ya halodoc,0.0,-0.03480000000000005,Neutral
1582738275374358529,1582738069341769728,2022-10-19 21:19:45,+0700,,@pwetyliars untung bukan halodoc,in,[],[],1176762481001132032,mulder1460,erdy.burkheiser,3,21,0,0,0,halodoc,Halodoc,untung halodoc,0.0,0.36240000000000006,Neutral
1582738159275716608,1582738159275716608,2022-10-19 21:19:17,+0700,,"disini ada yg pernaa buat janji temu sama dokter di aplikasi halodoc ga? mau tanya2, makasih [bgr]",in,[],[],3348945079,bogorfess_,BOGOR MENFESS⚫,3,21,4,1,0,halodoc,Halodoc,pernaa janji temu dokter aplikasi halodoc tanya terima kasih bgr,0.0,0.02510000000000001,Neutral
1582737984448626690,1582701561372966912,2022-10-19 21:18:35,+0700,,@metalomania @detikcom Anak piyik bisa pake obat puyer harus resep dokter tapi. Minimal dokter halodoc lah ya.. kl ga bisa ke dokter paracetamol ato ibuprofen yg tablet juga bisa. Dosis bisa di konsultasi kan dulu sm apoteker nya.,in,[],[],244003981,karinjayatri,karin,3,21,1,0,0,halodoc,Halodoc,anak piyik pakai obat puyer resep dokter minimal halodoc ya kalo paracetamol ibuprofen tablet dosis konsultasi apoteker nya,0.0,0.013900000000000023,Neutral
1582737271597694982,1582737271597694982,2022-10-19 21:15:46,+0700,,"better coba psikolog di halodoc dulu atau ke medcen ya... tapi kalo di medcen tu aku malu t_______t, soalnya gaada temen heheheheh, takut dikira gila juga",in,[],[],1269969809661259776,iudyllic,nya! ₍ᐢ⑅ᐢ₎,3,21,0,0,0,halodoc,Halodoc,better coba psikolog halodoc medcen ya malu t teman heheheheh takut gila,-0.25,-0.0043999999999999595,Negative
1582736851470667781,1582732500408750081,2022-10-19 21:14:05,+0700,,@karawangfess ke lira medika ada di halodoc,in,[],[],619719296,fxxkingthirteen,ryannn,3,21,0,0,0,halodoc,Halodoc,lira medika halodoc,0.0,0.0,Neutral
1582736238603214849,1582718112532615169,2022-10-19 21:11:39,+0700,,@cheeddeung @kochengfs Bs jg karena sakit infeksi. Bs kasih lacto b atau ganti makanan ke yg gastro/digestive dl. Bisa juga konsul halodoc,in,[],[],1574623814922620928,fpwmzk,Rere,3,21,0,1,0,halodoc,Halodoc,sakit infeksi kasih lacto b ganti makan gastro digestive konsultasi halodoc,-0.7184,-0.013900000000000023,Negative
1582734298737954816,1582704370403057666,2022-10-19 21:03:57,+0700,,@yourpetsfess kalau ga ada vet 24jam coba nanya ke halodoc dulu kudu diapain 😭 ayoo nderr,in,[],[],456211081,siwonbucin,Aje 🐥,3,21,0,0,0,halodoc,Halodoc,vet 24jam coba halodoc kudu apa ayo nderr,0.0,0.12179999999999991,Neutral
1582731314180259840,1582722700606205953,2022-10-19 20:52:05,+0700,,@BoyzFess_ Kalo yg budget pake halodoc aja nder cmiiw,in,[],[],1217622065341026307,feelingbl33s,yo,3,20,0,0,0,halodoc,Halodoc,budget pakai halodoc nder cmiiw,0.0,0.0,Neutral
1582727115015086080,1582711656789876736,2022-10-19 20:35:24,+0700,,"@C0SMICLATTEE @kochengfs Iya betul banget, pernah kasih meng obat yang ada di petshop. Malah buat sakitnya tambah parah, akhirnya konsul lewat halodoc cuma 25k dan obatnya cuma 10k. Kasian banget kalau meng nya kenapa2 grgr yang pelihara egois",in,[],[],3360891285,antarasemesta,Aku,3,20,0,0,0,halodoc,Halodoc,iya banget kasih meng obat petshop sakit parah konsultasi halodoc 25k obat 10k kasihan nya kenapa2 gara-gara pelihara egois,-0.9584,-0.033399999999999985,Negative
1582722913542688768,1582722700606205953,2022-10-19 20:18:42,+0700,,@BoyzFess_ Aku waktu di halodoc cuman 50k gitu nder,in,[],[],1574667222584537089,wholivesintheda,everyoneisdumb,3,20,0,0,0,halodoc,Halodoc,halodoc cuman 50k nder,0.0,0.0,Neutral
1582718543518306305,1582194253182095360,2022-10-19 20:01:20,+0700,,@HalodocID Halodoc memang sedang kendala buat hubungi kami ya??,in,[],[],587233512,aaw_waa_,a.,3,20,0,1,0,halodoc,Halodoc,halodoc kendala hubung ya,-0.7184,0.17819999999999991,Negative
1582718255960969217,1582718255960969217,2022-10-19 20:00:12,+0700,,Duit menipis gr2 bayar halodoc mulu buat ngobrol,in,[],[],1429883220099682327,uzumakiandyra,Dyr,3,20,0,0,0,halodoc,Halodoc,duit tip gara-gara bayar halodoc mulu obrol,0.0,-0.07669999999999999,Neutral
1582716225120964608,1582701621615611904,2022-10-19 19:52:08,+0700,,@redrvsses Ada sih kak obat lain yang lebih ampuh tp gabisa beli tanpa resep dokter soalnya termasuk obat keras. Coba konsul ke halodoc aja kak biar bisa dapet resepnya kalo emg panadol merah ga ngefek,in,[],[],1068726568304861185,dxpsj,Din.,3,19,0,0,0,halodoc,Halodoc,sih kak obat ampuh beli resep dokter keras coba konsultasi halodoc biar resep panadol merah ngefek,-0.6124,0.019199999999999995,Negative
1582715989070065669,1582315696385425408,2022-10-19 19:51:11,+0700,,@ma69num HaloDoc,tl,[],[],195227598,Guntur_Lufianto,TITIT DIBALIK TITIT,3,19,0,0,0,halodoc,Halodoc,halodoc,0.0,0.0,Neutral
1582708533812133888,1582704370403057666,2022-10-19 19:21:34,+0700,,"@phlebotomie @yourpetsfess nanya dong, di halodoc ada drh? gue dulu pernah pake ko g nemu ya, atau baru2 ini aja adanya",in,[],[],2215731716,Psychoo_Ring,lee ring,3,19,0,1,0,halodoc,Halodoc,halodoc drh gue pakai nemu ya baru,0.0,0.25960000000000005,Neutral
1582704883462832129,1582704370403057666,2022-10-19 19:07:04,+0700,,@yourpetsfess ini kenapa nder? sender jauh kah dari vet? coba lewat halodoc dulu drpd didiemin kasian😭,in,[],[],830974597,phlebotomie,ׂׂ,3,19,1,1,0,halodoc,Halodoc,nder sender kah vet coba halodoc didiemin kasihan,-0.25,0.12179999999999991,Negative
1582700091822862338,1582700091822862338,2022-10-19 18:48:01,+0700,,BANGSATTTTT MAU SEARCH KONSULTASI HALODOC MALAH NGETIK HALODEK 😭😭😭😭,in,[],[],1026730454693494785,kindacut3,khar1s,3,18,0,2,0,halodoc,Halodoc,bangsattttt search konsultasi halodoc etik halodek,0.0,0.6124,Neutral
1582699553769545728,1582696952550260736,2022-10-19 18:45:53,+0700,,"@Askrlfess Aku pernah, akhirnya aku konsul online lewat halodoc dan dikasih resepnya sama dokternya dan mendingan sihh, ga bikin ketergantungan ya. sama gatau kenapa kalau semakin ga dipikirin semakin mendingan, semakin dipikirin semakin stress dan terus terusan breakout :""",in,[],[],1563437753815420928,avotaado,taaa,3,18,1,0,0,halodoc,Halodoc,konsultasi online halodoc kasih resep dokter mending sih bikin gantung ya tau pikir stres terus breakout,-0.6124,-0.006800000000000028,Negative
1582696668532994048,1582696668532994048,2022-10-19 18:34:25,+0700,,"Hari ini anak w demam pilek, siang td diresepin sanmol sama vit utk imun via halodoc, pantes smpet di tolak orderannya, tp abis itu aku pesan lg bisa di apotek lain.. huhuu baru baca berita ini, kudu di stop dlu berati yaa obatnya",in,[],[],91508366,Ayyukaa,AYUKA,3,18,0,1,0,halodoc,Halodoc,anak gue demam pilek siang diresepin sanmol vit imun via halodoc smpet tolak order habis pesan apotek huhuu baca berita kudu stop ya obat,-0.6124,-0.022400000000000087,Negative
1582695077234675712,1582694644315394053,2022-10-19 18:28:06,+0700,,@anyaaaadump Gak worth it tauu psikolog halodoc tuh…,in,[],[],1555024870185979904,daisyguitari,Daisy 🌼,3,18,0,1,0,halodoc,Halodoc,worth tau psikolog halodoc tuh,-0.4588,-0.7184,Negative
1582693225218727937,1582675592776146945,2022-10-19 18:20:44,+0700,,"@Diracnstantine whether or not you are compatible with the therapist, gak membantu samsek di gua waktu coba ke halodoc (masih pandemi) yang ada cuma disuruh ibadah dan perkuat iman. dan setelah kejadian itu, gua lebih memilih cerita ke orang yang udah deket daripada ke therapist",in,[],[],1331954452496932864,atameong,Laksana Kalle's,3,18,0,2,0,halodoc,Halodoc,whether orang not you are compatible with the therapist bantu samsek gua coba halodoc pandemi suruh ibadah kuat iman jadi pilih cerita,0.9638,-0.016199999999999992,Positive
1582690968255762433,1582690303013625857,2022-10-19 18:11:46,+0700,,"@chocomorii not bad, hbu? kupikir harimu buruk krn sakit soalnya pict nya halodoc, eh pas liat lagi..😭😭",in,[],[],1247682255427743745,cassieelfq,kesi (⁠｡⁠•̀⁠ᴗ⁠-⁠)⁠✧,3,18,0,1,0,halodoc,Halodoc,not bad hbu pikir hari buruk sakit pict nya halodoc eh pas lihat,-0.9001,-0.015199999999999991,Negative
1582690868711915520,1582690403978858496,2022-10-19 18:11:22,+0700,,@womanfeeds_id tergantung dokternyaa. kl aku biasa di halodoc konsul sm dokter corry,in,[],[],1236608621917523968,monblumeen,miné,3,18,0,0,0,halodoc,Halodoc,id gantung dokternyaa kalo halodoc konsultasi dokter corry,0.0,0.0,Neutral
1582690403978858496,1582690403978858496,2022-10-19 18:09:31,+0700,,{Mu} mau konsul ke dokter kulit karena aku kayaknya breakout lagi mending ke alodokter apa halodoc ya?,in,[],[],866802272432300032,womanfeeds_id,💜 WOMANFEEDS 💜,3,18,1,1,1,halodoc,Halodoc,mu konsultasi dokter kulit kayak breakout mending alodokter halodoc ya,0.0,0.07840000000000003,Neutral
1582683097652686849,1582349162871664640,2022-10-19 17:40:29,+0700,,@alpokatmentega Halodoc @raphaelkeyza,tl,[],[],538172677,aesirg0d,faldi,3,17,0,1,0,halodoc,Halodoc,halodoc,0.0,0.0,Neutral
1582675895982039040,1582205009080463360,2022-10-19 17:11:52,+0700,,"@powpuffgum gue gak ke puskesmass, konsul di halodoc terus dikirim obat sama kemenkes. UDAH GUE MINUM@TADI WKWKKWK BODOAMAT DEH IKUTIN AJA ANJRIT UDAH DIKASIH 😭😭😭",in,[],[],3028035012,taleshore,yaya,3,17,0,1,0,halodoc,Halodoc,gue puskesmass konsultasi halodoc kirim obat kemenkes minum wkwkkwk bodoamat deh ikut anjrit kasih,0.0,-0.08879999999999999,Neutral
1582673998940622848,1582650664551059461,2022-10-19 17:04:20,+0700,,@oxfara Mentok Sekarang ada halodoc bisa Konsul online dan di resepin obat. Plus murah meriah. Udah 3x pake halodoc karena anak bapil demam jadi sebelum ke DSA langsung aku ke halodoc atau alodokter/ klikdokter atau kalo weekend dan baby sakit.Sekarang semua akses mudah untuk di dapat.,in,[],[],1218635640,Am_Annisha,Nisha,3,17,1,1,0,halodoc,Halodoc,mentok halodoc konsultasi online resepin obat plus murah riah 3x pakai anak bapil demam dsa langsung alodokter klikdokter weekend baby sakit akses mudah,-0.4588,0.0050000000000000044,Negative
1582663313300692994,1582662848982835201,2022-10-19 16:21:53,+0700,,"@tanyakanrl Aku halodoc pernah, dan sembuh kok. Kalo ke spkk ribet, lama ngurus administrasi rs nya",in,[],[],1725155502,kitapernahdekat,mao,3,16,0,2,0,halodoc,Halodoc,halodoc sembuh spkk ribet urus administrasi rs nya,0.0,0.0,Neutral
1582661204194971648,1582659101829476354,2022-10-19 16:13:30,+0700,,"@ohmybeautybank coba aja dihalodoc, difoto sejernih mngkn trus kasih tau gmn²nya. nnti jg ditnya perih ga, gatel ga dll. trus minta resep obat. aku pas jrwtn parah lgsg ke dokter jd diliat lgsg tp kmrn ke halodoc spkk cm bkn masalah jerawat tp menurut aku ya mndingan deh drpd ga berobat sm skali",in,[],[],1311251003207892992,memorieszofu,rose🌹,3,16,0,0,0,halodoc,Halodoc,coba dihalodoc foto jernih mngkn kasih tau nya ditnya perih gatel dll resep obat pas jrwtn parah langsung dokter kemarin halodoc spkk jerawat ya mndingan deh obat,-0.9186,-0.0027000000000000357,Negative
1582660829333184514,1582585682421108738,2022-10-19 16:12:00,+0700,,"@Askrlfess konsul ke dokter. kalo lagi ga sempet bisa coba tanya ke halodoc atau alodokter.   kemarin aku kek gitu juga. seminggu coba pake basuh pake betadyne ungu blm berkurang, akhirnya diresepin obat. 3 hari udh ga keputihan",in,[],[],1490130657346871296,geminimeii,meyes,3,16,0,0,0,halodoc,Halodoc,konsultasi dokter coba halodoc alodokter kemarin kayak minggu pakai basuh betadyne ungu kurang diresepin obat 3 putih,-0.4588,-0.17320000000000002,Negative
1582657026961723392,1582655296714854400,2022-10-19 15:56:54,+0700,,@yourpetsfess Aku dikasi resep salepnya sama drh pas konsul ke halodoc lumayan ampuh soalnya dikasi hari ini besoknya kering,in,[],[],926296372537470976,jk_jungkooks,dew⁷🧸,3,15,0,1,0,halodoc,Halodoc,kasi resep salep drh pas konsultasi halodoc lumayan ampuh besok kering,0.4588,0.032399999999999984,Positive
1582656659465592834,1582656659465592834,2022-10-19 15:55:26,+0700,,"Promo bluVirtual Card E-Commerce 🗓️ Hingga 31 Desember 2022  • Belanja minimal Rp200.000 dengan metode pembayaran kartu debit dengan bluVirtual Card • Cashback Rp25.000 • Berlaku 1x transaksi/user/bulan • Tokopedia, Shopee, Halodoc, Tiketcom, Blibli, Traveloka, Gojek, Lazada  https://t.co/Gb5uqh2Hbv",in,[],[],1168336921237409792,RacunBelanja,"Racun Belanja | Info Diskon, Promo, Cashback",3,15,63,24,18,halodoc,Halodoc,promo bluvirtual card e commerce 31 desember 2022 belanja minimal rp200 000 metode bayar kartu debit cashback rp25 laku 1x transaksi user tokopedia shopee halodoc tiketcom blibli traveloka gojek lazada,0.6124,-0.031299999999999994,Positive
1582654140093644800,1582639525406605312,2022-10-19 15:45:25,+0700,,@khalduayam halodoc halodek😔,hu,[],[],1308793165189509121,kedreye,nad,3,15,0,2,0,halodoc,Halodoc,halodoc halodek,0.0,0.0,Neutral
1582640753922125825,1582379793802092545,2022-10-19 14:52:14,+0700,,"@tanyarlfes sumpah ya daripada nanya2 di base gini bukannya dapet jawaban tp malah kena hujat mending u nanya ke obgyn di halodoc nder, murahh, dapet jawaban beneran wkwkw",in,[],[],1137560449904308225,rainboububblegm,Mba Hujan,3,14,0,0,0,halodoc,Halodoc,sumpah ya nanya2 base kena hujat mending lu obgyn halodoc nder murahh benar wkwkw,0.4588,-0.034399999999999986,Positive
1582639985559506945,1582639985559506945,2022-10-19 14:49:11,+0700,,"lu ngerti gugel gasi, ada halodoc jugaaa, elahh elahh lu yg punya persoalan, netijen juga yg suruh mikir",in,[],[],1116698655023456263,cindyakristi,dan.,3,14,0,0,0,halodoc,Halodoc,lu erti gugel gas halodoc alah netijen suruh mikir,0.0,-0.2497999999999999,Neutral
1582638603641192449,1582629149717721089,2022-10-19 14:43:41,+0700,,"@proggyyy @xyzxyzra @ydelfay ojok ngomong kui odol dim :"")  Alirkan air ke daerah yang terkena percikan minyak panas selama beberapa menit.  Jangan menggunakan mentega, odol, kecap, dan kopi es untuk mengobati luka bakar. Bahan-bahan ini hanya memperparah kondisi kulit.  sumber: halodoc",in,[],[],423377824,jepious,je,3,14,0,1,0,halodoc,Halodoc,ojok omong kui odol dim alir air daerah kena percik minyak panas menit mentega kecap kopi es obat luka bakar bahan parah kondisi kulit sumber halodoc,-0.9001,-0.20300000000000007,Negative
1582634554682413056,1582634554682413056,2022-10-19 14:27:36,+0700,,Waktu itu ke dokter THT kan krn emg keluhannya di telinga gt pas di cek gak kenapa2 mungkin tegang aja. Nah dr senin nih kambuh lg pdhl dah sekian lama gak kambuh. Trs td konsul lewat halodoc ke dr saraf katanya indikasi alergi tapi ya suruh cek langsung aja buat mastiin🥲,in,[],[],122651680,nurainis,Aini,3,14,0,0,0,halodoc,Halodoc,dokter tht keluh telinga pas cek kenapa2 tegang senin nih kambuh deh sekian konsultasi halodoc saraf indikasi alergi ya suruh langsung mastiin,-0.7184,0.011700000000000044,Negative
1582633220645933056,1582613814121762817,2022-10-19 14:22:18,+0700,,@toobirfess Kalo konsul sesekali bisa pake halodoc sih. Tapi kalo konsul rutin tidak tau.,in,[],[],1323868181585223682,olivinemay,ollie | 📌 PO Makanan THE LINK,3,14,0,0,0,halodoc,Halodoc,konsultasi pakai halodoc sih rutin tau,0.0,-0.10599999999999998,Neutral
1582622668351676416,1582520777043165184,2022-10-19 13:40:22,+0700,,"@ipb_menfess apotek sehat farma 2, agak jauh di cibanteng tapi lumayan lengkap, sering jadi tempat ojol ngambil obat halodoc  https://t.co/CbHEywsSOE",in,[],[],266856019,hamasfathani_,hamas,3,13,0,0,0,halodoc,Halodoc,menfess apotek sehat farma 2 cibanteng lumayan lengkap ojol ngambil obat halodoc,0.8402,-0.04359999999999997,Positive
1582619444529881088,1582619444529881088,2022-10-19 13:27:33,+0700,,"Ini habis demam dan sepele banget ketular sama ponakan kecil, demam udah sembuh sekarang sakit kepala plus leher nya sakit kalo di gerakin (gak yang sesakit itu) tapi sakit, di halodoc katanya Meningitis ಠ⁠∀⁠ಠ  TBL belum punya cukup pahala ಠ⁠ω⁠ಠ",in,[],[],1577678372229894144,Arndrian,Arndrian,3,13,0,0,0,halodoc,Halodoc,habis demam sepele banget tular ponakan sembuh sakit kepala plus leher nya gerakin sakit halodoc meningitis tbl pahala,-0.9325,-0.013000000000000012,Negative
